product_id,card_name,set_code,card_number,rarity,card_type,printing,market_price,low_price,snapshot_date
657113,Sabo (Store Treasure Cup 2025),OP-PR,OP13-120,SEC,Character,Foil,430.7,750.0,2026-05-04
579375,Brook (Championship 2024 Top Player Pack),OP-PR,OP06-092,R,Character,Foil,400.0,799.99,2026-05-04
622725,Drum Kingdom (Championship 2024 Top Player Pack Vol. 2),OP-PR,OP08-020,C,Stage,Foil,400.0,999.99,2026-05-04
584365,Shirahoshi (October Championship 2024 Online Regional),OP-PR,OP03-116,UC,Character,Foil,381.03,773.69,2026-05-04
455815,Tony Tony.Chopper - ST01-006 (Treasure Cup),OP-PR,ST01-006,PR,Character,Normal,370.88,348.99,2026-05-04
561184,Charlotte Pudding (Championship 2024),OP-PR,OP03-112,R,Character,Foil,361.35,499.0,2026-05-04
485271,Premium Card Collection 25th Edition,OP-PR,,,,Normal,356.24,420.0,2026-05-04
657221,Roronoa Zoro - OP12-020 (Official Playmat Limited Edition Vol.4),OP-PR,OP12-020,L,Leader,Foil,354.55,333.0,2026-05-04
535277,Koby (Treasure Cup),OP-PR,OP02-098,C,Character,Foil,352.78,599.99,2026-05-04
579372,Drum Kingdom (Championship 2024 Finalist Card Set),OP-PR,OP08-020,C,Stage,Foil,349.74,1999.0,2026-05-04
579367,Perona (Championship 2024 Finalist Card Set),OP-PR,OP01-077,UC,Character,Foil,345.0,1100.0,2026-05-04
544771,Monkey.D.Luffy (001) (Offline Regional 2024 Vol. 2) [Finalist],OP-PR,P-001,PR,Character,Foil,324.39,750.0,2026-05-04
544785,Monkey.D.Luffy (041) (Online Regional 2024 Vol. 2) [Finalist],OP-PR,P-041,PR,Character,Foil,314.28,1200.0,2026-05-04
681612,Nico Robin (Heroines Battle Winner Pack),OP-PR,P-111,PR,Character,Foil,304.18,280.0,2026-05-04
515352,Marco (Treasure Cup),OP-PR,OP02-018,R,Character,Foil,300.66,650.0,2026-05-04
580038,Jinbe (CS 2024 Event Pack Finalist),OP-PR,P-063,PR,Character,Foil,300.0,499.0,2026-05-04
649666,Koala (CS 25-26 Event Pack Finalist Ver.),OP-PR,P-069,PR,Character,Foil,299.99,490.99,2026-05-04
635473,Monkey.D.Luffy (English Version 2nd Anniversary Set),OP-PR,OP09-061,L,Leader,Foil,297.64,271.99,2026-05-04
657798,Monkey.D.Luffy - ST01-012 (3rd Anniversary Winner),OP-PR,ST01-012,SR,Character,Foil,295.35,268.68,2026-05-04
622722,Brook (Championship 2024 Top Player Pack Vol. 2),OP-PR,OP06-092,R,Character,Foil,289.0,800.0,2026-05-04
539209,"Eustass""Captain""Kid - ST10-013",OP-PR,ST10-013,SR,Character,Foil,281.87,549.0,2026-05-04
649668,Carrot (CS 25-26 Event Pack Finalist Ver.),OP-PR,P-070,PR,Character,Foil,280.0,474.0,2026-05-04
683982,Roronoa Zoro (113) (Regionals Finalist Card Set 26-27),OP-PR,OP07-113,PR,Character,Foil,271.85,279.99,2026-05-04
525324,Nami (CS 2023 Celebration Pack),OP-PR,ST01-007,C,Character,Foil,268.3,222.96,2026-05-04
557296,Monkey.D.Luffy (PSA Magazine),OP-PR,OP05-060,L,Leader,Foil,267.57,231.98,2026-05-04
646745,Kujyaku (Treasure Cup August 2025),OP-PR,OP11-004,SR,Character,Foil,263.82,600.0,2026-05-04
622736,Camie (Championship 2024 Finalist Card Set Vol. 2),OP-PR,OP06-025,R,Character,Foil,260.5,400.0,2026-05-04
552131,Monkey.D.Luffy (Convention Promo 2024),OP-PR,P-043,PR,Character,Foil,259.49,210.0,2026-05-04
557288,Roronoa Zoro (English Version 1st Anniversary Set),OP-PR,OP01-025,SR,Character,Foil,254.65,228.89,2026-05-04
557289,Tony Tony.Chopper (English Version 1st Anniversary Set),OP-PR,ST01-006,C,Character,Foil,253.25,348.77,2026-05-04
646742,Benn.Beckman (Championship 25-26 Offline Regionals Season 2),OP-PR,OP09-009,SR,Character,Foil,250.36,399.99,2026-05-04
622720,Gedatsu (Championship 2024 Top Player Pack Vol. 2),OP-PR,OP05-102,R,Character,Foil,249.98,349.98,2026-05-04
681982,Luffy Is the Man Who Will Become the King of Pirates!!! (Japanese Version 3rd Anniversary Set),OP-PR,OP12-039,R,Event,Foil,239.67,220.0,2026-05-04
514044,Jozu (Championship 2023),OP-PR,OP02-008,PR,Character,Foil,237.81,375.0,2026-05-04
622721,Camie (Championship 2024 Top Player Pack Vol. 2),OP-PR,OP06-025,R,Character,Foil,225.0,500.0,2026-05-04
497408,Nefeltari Vivi (OP-03 Pre-Release Tournament) [Winner],OP-PR,ST01-009,PR,Character,Foil,224.88,169.99,2026-05-04
681872,Monkey.D.Luffy (Red Bull Double Don!!),OP-PR,PRB02-005,SR,Character,Normal,216.12,154.0,2026-05-04
622733,Gedatsu (Championship 2024 Finalist Card Set Vol. 2),OP-PR,OP05-102,R,Character,Foil,205.12,250.38,2026-05-04
557286,Nami (English Version 1st Anniversary Set),OP-PR,OP01-016,R,Character,Foil,204.33,233.99,2026-05-04
579370,Brook (Championship 2024 Finalist Card Set),OP-PR,OP06-092,R,Character,Foil,203.25,745.0,2026-05-04
636551,O-Nami (Beginners Deck Party [ST-23] - [ST-28] Winner Pack),OP-PR,OP06-101,R,Character,Foil,202.88,202.88,2026-05-04
580040,Trafalgar Law - ST03-008 (CS 2024 Event Pack Finalist),OP-PR,ST03-008,C,Character,Foil,201.6,770.0,2026-05-04
580041,CS 2024 Event Pack Finalist Ver.,OP-PR,,,,Normal,200.0,1700.0,2026-05-04
659596,Lim (CS 25-26 Event Pack Finalist Ver.),OP-PR,P-079,PR,Character,Foil,200.0,330.0,2026-05-04
675303,Monkey.D.Luffy (055) (College Basketball US Voyage),OP-PR,P-055,PR,Character,Foil,197.43,190.0,2026-05-04
509463,Monkey.D.Luffy (Event Pack Vol. 2),OP-PR,P-033,PR,Character,Foil,192.66,189.95,2026-05-04
557291,Nico Robin (English Version 1st Anniversary Set),OP-PR,OP01-017,R,Character,Foil,192.54,233.99,2026-05-04
623072,Jewelry Bonney (Illustration Box EX),OP-PR,OP08-105,SR,Character,Foil,192.11,186.65,2026-05-04
620096,Roronoa Zoro (One Piece Day Dallas 2025),OP-PR,OP07-113,UC,Character,Foil,191.97,190.0,2026-05-04
681613,Nami (Heroines Battle Winner Pack),OP-PR,P-112,PR,Character,Foil,190.34,205.0,2026-05-04
501750,Tony Tony.Chopper (3-on-3 Cup) [Participant],OP-PR,ST01-006,C,Character,Normal,184.14,279.99,2026-05-04
617594,Monkey.D.Luffy (One Piece Japanese Version 2nd Anniversary Set),OP-PR,ST13-015,SR,Character,Foil,183.76,129.99,2026-05-04
658339,Kid & Killer (CS 25-26 Regionals Textured Chase Promo),OP-PR,EB01-003,R,Character,Foil,182.61,120.0,2026-05-04
683984,Charlotte Pudding (Regionals Finalist Card Set 26-27),OP-PR,OP12-071,PR,Character,Foil,181.13,165.0,2026-05-04
620097,DON!! Card (One Piece Day Dallas 2025),OP-PR,,DON!!,DON!!,Foil,178.22,184.99,2026-05-04
515362,Monkey.D.Luffy (Pre-Release Tournament) (Winner),OP-PR,P-036,PR,Character,Foil,173.81,149.95,2026-05-04
544783,Monkey.D.Luffy (041) (Online Regional 2024 Vol. 2) [Participant],OP-PR,P-041,PR,Character,Foil,172.7,95.0,2026-05-04
583757,Tony Tony.Chopper (Offline Regional 2024 Vol. 3) [Finalist],OP-PR,OP01-015,UC,Character,Foil,171.27,1499.0,2026-05-04
610116,One Piece Card Game Illustration Box Vol. 1,OP-PR,,,,Normal,169.9,165.0,2026-05-04
646741,Yasopp (Championship 25-26 Offline Regionals Season 2),OP-PR,OP09-013,R,Character,Foil,169.73,234.89,2026-05-04
658338,Jewelry Bonney (CS 25-26 Regionals Textured Chase Promo),OP-PR,P-085,PR,Character,Foil,168.51,198.64,2026-05-04
682929,Portgas.D.Ace (119) (Treasure Cup 2026) (Store),OP-PR,OP13-119,SEC,Character,Foil,166.28,229.0,2026-05-04
586024,Monkey.D.Luffy (091) (Offline Regional 2024 Vol. 3),OP-PR,OP07-091,R,Character,Normal,164.74,134.95,2026-05-04
565285,Treasure Booster Set,OP-PR,,,,Normal,161.57,174.0,2026-05-04
641163,Zeus (Official Playmat -Bandai Card Games Fest 24-25 Edition-),OP-PR,OP11-106,R,Character,Foil,156.74,145.99,2026-05-04
537439,Roronoa Zoro (OP-06 Pre-Release Tournament) [Winner],OP-PR,P-045,PR,Character,Foil,155.96,154.89,2026-05-04
544782,Monkey.D.Luffy (041) (Offline Regional 2024 Vol. 2) [Participant],OP-PR,P-041,PR,Character,Foil,155.49,77.99,2026-05-04
649639,Charlotte Pudding (047) (CS 25-26 Celebration Pack),OP-PR,OP06-047,R,Character,Foil,149.73,94.94,2026-05-04
518693,Sabo (Sealed Battle 2023 Vol. 1),OP-PR,OP04-083,SR,Character,Foil,148.17,87.73,2026-05-04
658340,Tony Tony.Chopper (CS 25-26 Regionals Textured Chase Promo),OP-PR,P-089,PR,Character,Foil,144.27,147.4,2026-05-04
649618,Zoro-Juurou (CS 25-26 Event Pack),OP-PR,OP05-067,R,Character,Foil,143.34,99.95,2026-05-04
623621,Nico Olvia (Offline Regional Finalist Card Set 2025 Vol.1),OP-PR,OP09-106,C,Character,Foil,142.99,127.99,2026-05-04
